  0.000; 1184.3
  0.346;  871.9
  1.229;  822.0
  1.920;  821.4
  2.458;  804.8
  2.996;  788.6
  3.561;  768.9
  4.064;  749.0
  4.644;  725.3
  5.139;  704.0
  5.700; 679.2
  6.272;  658.2
  6.998;  619.2
  7.463;  582.8
  7.978;  568.2
  8.492;  520.8
  9.141;  481.0
  9.602;  450.8
 10.344;  407.2
 10.843;  372.5
 11.315;  346.9
 11.987;  283.6
 12.552;  245.0
 13.359;  182.6
 14.334; 105.5
 15.068;  77.5
 15.310;   29.9
 15.775;   28.8
 16.270;   27.1
 16.939;   21.5
